sdo,abod,hbos,iforest,knn,lof,ocsvm
0.10833666347561635,-700.6925075785289,4.184241840083199,-0.1530788027131998,0.08723109594591207,1.0244036039935196,0.9337905914995872
0.1039508009161472,-1526.5156875997272,4.184241840083199,-0.15740241963658658,0.08496000095971443,1.0213067724448182,5.788904157376123
0.11723551682080373,-2245.7726686265355,4.184241840083199,-0.15260125565002863,0.08836582631239037,1.0297399889747025,5.666946128980953
0.09899092194419262,-627.8042975960989,4.184241840083199,-0.1569655023283001,0.0848213729735777,1.0167670110853781,1.511112142707816
0.11339049256941117,-1215.9597047597456,3.2067386384156937,-0.14560784866496262,0.0985155886716104,1.0791913210673445,-8.729518353424396
0.11191794655632864,-709.5742403776677,5.372861647973952,-0.14723196946655526,0.09473508967268128,1.0606540773126027,-2.2053150238625676
0.10648021319653986,-361.4879263836998,4.184241840083199,-0.14076774361030225,0.10104657202292602,1.0739414523275357,0.5796865089334915
0.1092174785524141,-1068.218320628913,4.184241840083199,-0.16106648026983728,0.09364112142819807,1.050094111901289,4.78849643533465
0.10856043146807477,-1125.0241015160977,4.184241840083199,-0.16067866664482972,0.08429653750715668,1.011900110324952,-3.908364799129572
0.10337843773023872,-1128.8586763352496,5.372861647973952,-0.14058658837994403,0.08137846648930533,1.0229036520527015,-6.378603574477324
0.09875326449305491,-1327.0241938336226,4.184241840083199,-0.16231453388496841,0.09079590353959834,1.0456049739015478,0.2832463631741575
0.08556359971044855,-2026.2293432277668,3.2067386384156937,-0.16034093429791518,0.08215855534116778,1.004832299319486,-1.4456760217267401
0.13435203008815028,-425.86732068468416,3.2067386384156937,-0.14351923780074088,0.10746744317548337,1.1494355949941046,-3.834609263512448
0.14891542003985458,-249.1896318567827,3.2067386384156937,-0.13641928201906756,0.12906010350319608,1.3031662780862667,6.0960247572137405
0.12432992769823055,-1181.5897294874617,3.2067386384156937,-0.1366980702548541,0.10422575998739693,1.1244615170557766,-2.185728229669394
0.1468990791698059,-108.67811310146112,4.184241840083199,-0.13716760334048944,0.10748491366361361,1.1878217349803357,2.201137256007769
0.15173916908736143,-113.5617694773857,3.2067386384156937,-0.13370944449346372,0.12119960839712468,1.2276320719608007,0.7004878944189841
0.09869760856390802,-4314.085098408292,3.2067386384156937,-0.16530100758610644,0.06727073334647302,0.9802031033907012,-1.4746721349373502
0.10537172600049492,-3070.150058252547,4.184241840083199,-0.16200423640053796,0.08522100037495924,1.0206718810327353,0.03551307112422819
0.09370855001460275,-1901.0867966046528,3.2067386384156937,-0.1614352932867132,0.07618057494762559,1.0053438639039995,-0.5313019047965781
0.12871065443646146,-942.4985609680538,3.2067386384156937,-0.15478614104569938,0.09101391449546833,1.1138976092328237,7.376362649632256
0.142065231776943,-200.12569156876242,3.2067386384156937,-0.14156663241491285,0.1149488377689496,1.221319754161367,-1.5342808613056604
0.122682335673227,-569.4408523317348,3.2067386384156937,-0.14271203242020386,0.10028747302938953,1.1141112692063795,-2.112751689232823
0.1113859762747591,-608.3825805675167,4.184241840083199,-0.15076095495400232,0.08552362980513759,1.0165771500165444,-1.4353639128296436
0.11906460502223178,-327.6921326743435,3.2067386384156937,-0.1636224988009305,0.0930071820545282,1.044949824019742,1.8355383254155413
0.13360994897637896,-998.5067794667597,4.184241840083199,-0.14711619905611506,0.10417503870638277,1.1397595765104087,5.581571552673267
0.12464844421645568,-820.3731483079712,5.372861647973952,-0.1351124139751143,0.10684704248777246,1.1193633523504156,1.1940420740454556
0.09126611879691236,-1366.4045784957004,3.2067386384156937,-0.1664191391156043,0.08090344891482387,0.9953179788527043,0.2324737150920555
0.11800768095190306,-1542.5902570584065,4.184241840083199,-0.15277732802156757,0.09388659980443319,1.0533801425892502,-1.4279649379842567
0.10474420657503275,-1062.475429076827,3.2067386384156937,-0.15934592739440873,0.08604849205632095,1.0173483907257999,-1.4996088734091018
0.1200537763991549,-666.5910479053775,3.2067386384156937,-0.15159320149943561,0.09827868767055345,1.0927899598670197,2.2855654636869076
0.11882108493897311,-486.8377313176754,4.395358446306447,-0.14344208133074404,0.10148217360843864,1.1095863783331192,-3.0769124680142568
0.10412140663042577,-754.2683142305884,3.2067386384156937,-0.15108350958371408,0.09038961401795625,1.0404600841442362,3.0074078519110117
0.0930471247629398,-4345.045829217237,4.184241840083199,-0.16368673858369392,0.07244832038458293,0.9920634305641901,-3.221862869025699
0.09917468988199948,-2771.89281186505,4.184241840083199,-0.15398132318623975,0.07896981972358245,1.015496941107444,-6.686916326265987
0.140008143313828,-446.76222417140946,4.184241840083199,-0.14993307141856982,0.11194832448631105,1.1549019409457777,7.3627372686889885
0.09049237990929065,-1034.1255957915405,3.2067386384156937,-0.16192067455186493,0.08399866671402625,0.997919195800088,1.6997906099796865
0.11919458377893008,-1452.5780954420948,4.184241840083199,-0.16030899944530208,0.0864069399523517,1.023322922950458,3.018433708979387
0.09629573264548272,-1286.7983252100762,4.184241840083199,-0.15323918095567163,0.08172386982503935,1.003663480147432,1.0599856890686397
0.13671805670286963,-293.16813231766344,3.2067386384156937,-0.15067725227294726,0.09855138146810595,1.1342319934451468,0.0274028735311731
0.10034611505301338,-2003.0891198557445,3.2067386384156937,-0.16835511004062576,0.0761639578101705,0.9852482056595812,-4.705869488347389
0.12509422234419632,-370.41475980121743,4.184241840083199,-0.1555827483626146,0.0985779974380603,1.128282688965054,-5.433985339497099
0.10608281387366554,-693.1147260643822,3.2067386384156937,-0.15776060725346008,0.08292395460331768,0.9994449023354925,-1.0872908647602344
0.11335411553462471,-3012.3775539322687,4.184241840083199,-0.1504958271074059,0.08574934261756106,1.0498088568802308,3.862833348415279
0.07354055149315245,-7336.876117584228,4.184241840083199,-0.1689892863185678,0.07263883217875379,0.9684410695853125,2.409069106279844
