Data,Alg.,adj_Patn,adj_maxf1,adj_ap,auc,AMI,ireos_java,decision_tree_native,decision_tree_sklearn,random_forest_native,random_forest_sklearn,liblinear,xgboost_tree,xgboost_dart,xgboost_linear,libsvm
complex_17,sdo,0.911352036199095,0.9215039827771798,0.8917736800023414,0.99630814479638,0.7793108835898176,0.40829,0.5366827028195162,0.9768851856529108,0.5057699821006298,0.2164073936824593,0.0026997863754329,0.1378850133578264,0.0767838169963281,0.0170456941510619,0.3068597340585947
complex_17,abod,0.8276289592760181,0.8625416149068322,0.8284667008078673,0.9917104072398192,0.6240020901365048,0.74793,0.5066337127363817,0.8872603179078139,0.5048131935256979,0.1632510459573964,0.0016051473204809,0.1249180309185528,0.0417323618513147,0.0047919324429991,0.0824855385076656
complex_17,hbos,0.3597647058823529,0.5083495908346972,0.2989884164166344,0.9203502262443438,0.1379621147565654,0.47448,0.5198184481271146,0.9511751595455312,0.5053041655945166,0.1894751535315728,0.0025716201589412,0.1292893838319152,0.0537108953811494,0.0080605469532506,0.1267731112274718
complex_17,iforest,0.7118941176470589,0.7390750716332378,0.7763401700593389,0.9831285067873304,0.4712684347640276,0.6125,0.5223229714013607,0.954458440966999,0.505321017387699,0.1942105123202328,0.0025278602455674,0.1304703387860318,0.0581499655606983,0.0095448177632507,0.1636876362684072
complex_17,knn,0.9261266968325792,0.9440931147540984,0.8847595794818321,0.9963773755656108,0.7755588871713022,0.40025,0.5369595494453708,0.9760424588999024,0.5052900265089741,0.2159034833465102,0.0026681020887927,0.1381024466766139,0.0766031171249501,0.0169067268519972,0.307902163603
complex_17,lof,0.0470343891402715,0.0985845425188374,0.2762551830308841,0.5223941176470589,0.0047253350386979,0.02737,0.5163419868435641,0.9380567187974138,0.5015346400980039,0.1664064012670439,0.0012437108672265,0.1286263365515104,0.0481662299136534,0.0067749110100348,0.167237110191301
complex_17,ocsvm,0.6429457013574661,0.6708965944272446,0.6533153612757215,0.9645072398190044,0.3893627992308726,0.41803,0.5223475637407452,0.916774339229936,0.506552876620819,0.1892104467756817,0.0022496701643179,0.1327964597385946,0.0612999875640422,0.0115311859801467,0.1703688885165793
complex_18,sdo,0.9057511627906976,0.9333623430962342,0.8844504157625664,0.9942380813953487,0.7576776122852293,0.26866,0.5448775121838296,0.9906116144308624,0.4982375868033381,0.2145861023368665,0.0037566965178949,0.1416478231723247,0.0909762549656038,0.096075765186355,0.2790432293393433
complex_18,abod,0.7800860465116279,0.8229416342412451,0.6937419120439514,0.9800142441860464,0.5241523020136916,0.71073,0.5167825759737148,0.9538850409602464,0.5021859353877364,0.1640644679153761,0.0018812092912704,0.1270851917808123,0.050936827912932,0.0322832935749972,0.122372010877543
complex_18,hbos,0.6445,0.6449109826589596,0.6060192039488328,0.9417447674418604,0.3734445015390797,0.40674,0.52596587127067,0.9793406957199292,0.5007632279545308,0.1868181605145492,0.0024963885532991,0.1312459669554374,0.0635237033321271,0.0483324054999671,0.1582504198980796
complex_18,iforest,0.8462255813953489,0.8779198906356801,0.8166044778056752,0.9884863372093023,0.6494593543407636,0.43923,0.5301529393072916,0.977067354394301,0.5004977990873016,0.1929296516827648,0.0027061475702306,0.1335530232135882,0.0707599791924475,0.0605824895265794,0.1824961942737707
complex_18,knn,0.9057511627906976,0.938465464632455,0.844122253887515,0.9930491279069767,0.7257778264635452,0.25954,0.5447437419136081,0.989704631327065,0.4983395597444605,0.2130085465111073,0.0037420862979995,0.1416777348150059,0.0905834379335237,0.0955231413238527,0.2792409319381854
complex_18,lof,0.0161744186046511,0.129139398156201,0.2718035214556771,0.432521511627907,0.0024703599374442,0.01838,0.5184504314593732,0.9758528422574116,0.4986296313359303,0.1710893305412787,0.0016122787356515,0.1268604370477151,0.0539304960726798,0.0343565594344064,0.1535489554760438
complex_18,ocsvm,0.7585906976744186,0.8112702950819672,0.649954890019848,0.9736415697674418,0.5158932902603448,0.39459,0.5266235799750555,0.9518416752226064,0.5021109327130232,0.1768866848387489,0.0025179707387242,0.132845525297733,0.0652065257451585,0.0561719261647421,0.1525586684893148
complex_19,sdo,0.9446072289156626,0.9504897282968854,0.9766383894346968,0.9979595716198124,0.8388307463427117,0.53515,0.5276316440252379,0.9857823367867576,0.5008591368717177,0.1925055765481334,0.0024231209466433,0.1311712002971729,0.0635757118192909,0.0120398031452678,0.127515464793862
complex_19,abod,0.8415151271753681,0.8857828930817611,0.8505312631220058,0.9887852744310576,0.6102712445545183,0.8246,0.5097235105532495,0.9528315653573188,0.5030782426746696,0.1549394753081439,0.0016559652427314,0.1232569025694712,0.0377225999036362,0.0039427290547359,0.0362017606173105
complex_19,hbos,0.6537951807228917,0.6657467166979363,0.751633961814299,0.951336813922356,0.3807335681207054,0.52612,0.5183438342571729,0.971978878790913,0.5040866888287662,0.1793722564611038,0.0020140901649067,0.1271688906115125,0.0502099603153826,0.0074939714856754,0.0695012248274382
complex_19,iforest,0.8569020080321286,0.8740887892376682,0.9293979463668646,0.9915153949129852,0.6651070277906467,0.55468,0.5236004936117252,0.9807887226258152,0.501538276755695,0.1861516457835513,0.0022980797170868,0.1292134722811774,0.0579191314196867,0.0099054457594474,0.0991988192813605
complex_19,knn,0.9492232931726908,0.9581492847854356,0.9652692231491709,0.9976265060240964,0.8075358734900986,0.53086,0.5268475526188969,0.9852961437879594,0.5004955549978214,0.1912211522801634,0.0024155427301619,0.1308617709643087,0.0624581855100341,0.0117782838139541,0.1223430931899557
complex_19,lof,0.0537068273092369,0.1302973368146214,0.3050733002985819,0.4364763052208835,0.0056016424965198,0.03691,0.5117805249428429,0.9789120046168702,0.499582791176858,0.1741353346803673,0.0017487066095788,0.1235322735107166,0.0415525166655347,0.0035596340341544,0.0492722843884307
complex_19,ocsvm,0.8569020080321286,0.860890736984449,0.930455658681714,0.9840701472556896,0.6651070277906467,0.59738,0.5162130549777729,0.9572446459656784,0.5026334601002541,0.1641665173380256,0.0018638751642961,0.1263275206458215,0.047078951146389,0.007206905746055,0.0686658070180282
