dataset,clf,adaptive_quads_enabled,window_ratio,is_parallel,time,ireos_sdo,ireos_abod,ireos_hbos,ireos_iforest,ireos_knn,ireos_lof,ireos_ocsvm
low-noise_20,decision_tree_native,false,0.1,false,8.327645,0.5737886170358028,0.552514143838135,0.5827568648997561,0.5820135047530295,0.5737361952468105,0.580562208669408,0.5648757452241744
low-noise_20,decision_tree_native,false,0.5,false,58.8225601,0.5556807988946451,0.5345805194711464,0.5455723325910448,0.5383460511177335,0.5557310402015335,0.5493350540634424,0.5631577905459586
low-noise_20,decision_tree_native,false,1.0,false,138.9543895,0.5782800266034387,0.5011000705194103,0.5236218704596665,0.4886814386316542,0.5785218019747017,0.5417223064552162,0.6207419869608497
low-noise_20,decision_tree_sklearn,false,0.1,false,10.4913097,0.9976024782170334,0.9873010270749626,0.9939826354119404,0.9903583545881909,0.9975988236753947,0.9952692070187483,1.0003520307961091
low-noise_20,decision_tree_sklearn,false,0.5,false,44.0061102,0.9908321447228795,0.9560261619984065,0.9774124685230599,0.9664170048702033,0.9908745467019074,0.9821447357114685,1.001320922071835
low-noise_20,decision_tree_sklearn,false,1.0,false,82.8718041,0.9620855247278387,0.8779443606229805,0.9152238420893016,0.8716756232817133,0.9625938449211787,0.9303967902904656,1.0074454953893826
low-noise_20,random_forest_native,false,0.1,false,9.3159635,0.1984684913566606,0.15791573913944223,0.1929796285817583,0.18013902624986577,0.19851297784008126,0.19512437922815795,0.20222002059955524
low-noise_20,random_forest_native,false,0.5,false,33.123192,0.4388843548160169,0.2963124748221777,0.3563533702525691,0.30338217573103715,0.4393788607498176,0.385159149013609,0.5008853299758738
low-noise_20,random_forest_native,false,1.0,false,76.1394918,0.28258203764819756,0.1483800070483166,0.1940807944545808,0.1311191597188132,0.28394688249051364,0.22963428245993167,0.3549373601820275
low-noise_20,random_forest_sklearn,false,0.1,false,9.553149,0.1984684913566606,0.15791573913944223,0.1929796285817583,0.18013902624986577,0.19851297784008126,0.19512437922815795,0.20222002059955524
low-noise_20,random_forest_sklearn,false,0.5,false,32.2284973,0.4388843548160169,0.2963124748221777,0.3563533702525691,0.30338217573103715,0.4393788607498176,0.385159149013609,0.5008853299758738
low-noise_20,random_forest_sklearn,false,1.0,false,77.1277856,0.28258203764819756,0.1483800070483166,0.1940807944545808,0.1311191597188132,0.28394688249051364,0.22963428245993167,0.3549373601820275
low-noise_20,liblinear,false,0.1,false,10.6707322,0.004627136492163363,0.005065520703728311,0.005202443147480104,0.005118915753844182,0.004621633781303651,0.004965191063562825,0.004265697635575084
low-noise_20,liblinear,false,0.5,false,41.4396272,0.002980428896860001,0.0024555120460396243,0.0027863487003092053,0.002415336015711644,0.0029802413378918887,0.0028454076268942356,0.003145942755181806
low-noise_20,liblinear,false,1.0,false,109.2818393,0.0058936172000351025,0.001055527095865454,0.002546933759355498,0.00014650950520817615,0.005905586253798296,0.003803473593299641,0.008539046973033565
low-noise_20,libsvm,true,1.0,false,8116.3374011,0.31449674909172753,0.0006987907688705059,0.09079264133865014,-0.05474699705798116,0.31570015115878364,0.1678575777480017,0.49049848172785726
