dataset,clf,adaptive_quads_enabled,window_ratio,is_parallel,time,ireos_sdo,ireos_abod,ireos_hbos,ireos_iforest,ireos_knn,ireos_lof,ireos_ocsvm
high-noise_12,decision_tree_native,false,0.1,false,28.0502595,0.6196070613531934,0.5828537966499485,0.6133578117918955,0.605753062447518,0.6195378629390929,0.6180410962742285,0.6214258305515258
high-noise_12,decision_tree_native,false,0.5,false,114.2030912,0.5229625485387722,0.5187921955326442,0.5253400845278111,0.5279112923829288,0.5229690697021919,0.5241284662097037,0.522892734752154
high-noise_12,decision_tree_native,false,1.0,false,272.2494262,0.567095007136531,0.49191057843229224,0.5222250856468774,0.42357132622773397,0.5667683672896725,0.5419840998745947,0.5734740424072826
high-noise_12,decision_tree_sklearn,false,0.1,false,7.9350429,0.9994573900874806,0.9788014365168778,0.9915961010402058,0.975386911317545,0.9994619464375549,0.9961679544653016,1.0000614650024506
high-noise_12,decision_tree_sklearn,false,0.5,false,74.6560827,0.997424668833996,0.9172913264084712,0.9652471085999718,0.8808671735541884,0.9974542743082656,0.9821900529156691,1.0007120448168787
high-noise_12,decision_tree_sklearn,false,1.0,false,129.6005511,0.9896444951279246,0.769455760448063,0.8713289644814383,0.6002383402646471,0.9896924037125566,0.9344522357340103,1.0008827622104888
high-noise_12,random_forest_native,false,0.1,false,19.1025732,0.17728901837220848,0.11138995256923144,0.15518533299415643,0.0703243018927688,0.17715189339832838,0.16186151734308332,0.18094816309529507
high-noise_12,random_forest_native,false,0.5,false,128.6129381,0.29658355858992286,0.20707804657226783,0.25326932408728886,0.15252662056179733,0.296606774178023,0.2766863756556834,0.30060729712694423
high-noise_12,random_forest_native,false,1.0,false,147.7268525,0.2257727585037377,0.07852105567565364,0.14501047196675007,-0.08144559535083801,0.22573004154627446,0.17627266527118024,0.23949141423639364
high-noise_12,random_forest_sklearn,false,0.1,false,22.7986184,0.17728901837220848,0.11138995256923144,0.15518533299415643,0.0703243018927688,0.17715189339832838,0.16186151734308332,0.18094816309529507
high-noise_12,random_forest_sklearn,false,0.5,false,139.3325495,0.29658355858992286,0.20707804657226783,0.25326932408728886,0.15252662056179733,0.296606774178023,0.2766863756556834,0.30060729712694423
high-noise_12,random_forest_sklearn,false,1.0,false,148.5030055,0.2257727585037377,0.07852105567565364,0.14501047196675007,-0.08144559535083801,0.22573004154627446,0.17627266527118024,0.23949141423639364
high-noise_12,liblinear,false,0.1,false,12.9009608,0.037240702094092,0.004105293314795249,0.01711068492284363,-0.027025050020480227,0.03717137290778736,0.026967256791463244,0.03934005864976954
high-noise_12,liblinear,false,0.5,false,55.6783736,0.01693226482994096,0.007670151634319616,0.01143655992642562,-0.0007128352716653143,0.016933760116407428,0.01437704287350931,0.017418792434965073
high-noise_12,liblinear,false,1.0,false,130.4395693,0.006726349447080849,0.0008020421527986611,0.003186193976196856,-0.005052323537990857,0.0066914183755346955,0.004444254683578723,0.007251894638100355
high-noise_12,libsvm,true,1.0,false,7204.7639313,0.22363420060867514,0.0017815295438789918,0.09124608335236384,-0.19890285420076775,0.2243491599704473,0.17146227649506662,0.22773767679515639
