dataset,clf,adaptive_quads_enabled,window_ratio,is_parallel,time,ireos_sdo,ireos_abod,ireos_hbos,ireos_iforest,ireos_knn,ireos_lof,ireos_ocsvm
complex_1,decision_tree_native,false,0.1,false,8.3293733,0.5350357798508194,0.5233082689681221,0.5360069343527074,0.5287567825831229,0.5345479106796969,0.5377153501092365,0.5325380603643692
complex_1,decision_tree_native,false,0.5,false,30.7464925,0.5274199448660027,0.5076766767300641,0.5211287748624184,0.5097106282413791,0.5275591777425968,0.5203630709181922,0.5318834612997851
complex_1,decision_tree_native,false,1.0,false,64.8982314,0.5226886421986597,0.49581737762641176,0.4979431315304112,0.4753287694594788,0.5225003090348597,0.4976911140085833,0.5414616525090523
complex_1,decision_tree_sklearn,false,0.1,false,3.3577586,0.9953166726041465,0.9617332434331641,0.9782122221510706,0.9631616164020496,0.9954577015392674,0.9806882454431559,1.0011359599774214
complex_1,decision_tree_sklearn,false,0.5,false,15.5137452,0.9881737070311618,0.8742946345423114,0.9567267433835721,0.8998464102845013,0.988929359288227,0.9502750418484872,1.0097326055354598
complex_1,decision_tree_sklearn,false,1.0,false,32.6678107,0.9268843918327949,0.8463953589994376,0.8694302770225331,0.7660354069007657,0.9235656884848022,0.8334998691701861,1.0146185955559457
complex_1,random_forest_native,false,0.1,false,4.5424193,0.2861997206378841,0.20786515478423614,0.24770791621675275,0.21409522552789842,0.2870008363025087,0.25078424308289404,0.30271575392685984
complex_1,random_forest_native,false,0.5,false,15.4018041,0.10942870237542306,0.1484980341432379,0.1273072317652843,0.15126834922426638,0.1085518424513068,0.129387960104117,0.09740571895089455
complex_1,random_forest_native,false,1.0,false,36.559428,0.24873067891770662,0.2339147270264811,0.23285321873344467,0.21769578994086863,0.24685237542148306,0.23063956741642297,0.2584403137848054
complex_1,random_forest_sklearn,false,0.1,false,5.8397134,0.2861997206378841,0.20786515478423614,0.24770791621675275,0.21409522552789842,0.2870008363025087,0.25078424308289404,0.30271575392685984
complex_1,random_forest_sklearn,false,0.5,false,15.0371958,0.10942870237542306,0.1484980341432379,0.1273072317652843,0.15126834922426638,0.1085518424513068,0.129387960104117,0.09740571895089455
complex_1,random_forest_sklearn,false,1.0,false,38.2951545,0.24873067891770662,0.2339147270264811,0.23285321873344467,0.21769578994086863,0.24685237542148306,0.23063956741642297,0.2584403137848054
complex_1,liblinear,false,0.1,false,6.0134401,0.008260484846372644,0.005892030281371506,0.006338050088018872,0.005222238277672127,0.0082851363978727,0.006594413355095243,0.009014514628477641
complex_1,liblinear,false,0.5,false,31.7840334,0.006066788637170364,0.0027011829049471965,0.004975161771489276,0.003295173616982186,0.006053811521957782,0.004860999605507397,0.006357009887532349
complex_1,liblinear,false,1.0,false,73.073424,0.014518385723927062,0.0009474118340482797,0.0050824562443531176,-0.002035706613243833,0.013239923490432811,0.003468793816937432,0.018472849316764253
complex_1,libsvm,true,1.0,false,5861.2905933,0.0055669460543338375,0.0004341665590615449,0.001729190514197366,-0.0005679157279368821,0.006035601734317039,0.0033318735209663477,0.00672168936974382
