dataset,clf,adaptive_quads_enabled,window_ratio,is_parallel,time,ireos_sdo,ireos_abod,ireos_hbos,ireos_iforest,ireos_knn,ireos_lof,ireos_ocsvm
low-noise_15,decision_tree_native,false,0.1,false,11.3718776,0.5258382846016976,0.5511254109574016,0.5761981203232261,0.5851005279193291,0.5256534158709466,0.5514164579906017,0.5378435139691224
low-noise_15,decision_tree_native,false,0.5,false,55.2515334,0.5097890072738691,0.5070662014272375,0.5143646205169546,0.5119949939009233,0.509780972703566,0.5114894285768857,0.5144281014755276
low-noise_15,decision_tree_native,false,1.0,false,130.4692721,0.5636624805541239,0.49848863749312095,0.5151492905252093,0.4897975165593769,0.5635951713595848,0.5313088167087959,0.5719966376739927
low-noise_15,decision_tree_sklearn,false,0.1,false,5.1063885,0.9971341631600371,0.9705707419510473,0.9859721388432587,0.9785565852300588,0.9972262348990439,0.9913452985059367,0.9993556998913284
low-noise_15,decision_tree_sklearn,false,0.5,false,32.7444353,0.9903656064572716,0.9187014376455809,0.9622522432469783,0.9251624527882929,0.9906203295426838,0.9712201245720724,0.99955590534082
low-noise_15,decision_tree_sklearn,false,1.0,false,49.0475549,0.9697561548690988,0.8424040080642287,0.9023017927302481,0.8363040309900087,0.9697377738976504,0.9276995445254186,0.991748704883771
low-noise_15,random_forest_native,false,0.1,false,3.7675522,0.11667709565895121,0.14126003705375081,0.16960766199058214,0.18630954129617752,0.11643111565602295,0.14523939427352806,0.12108273342508508
low-noise_15,random_forest_native,false,0.5,false,24.275534,0.10858336270749051,0.12412952308640796,0.1388374874956399,0.14125695117308526,0.10840208442058853,0.12293748929718706,0.132074930107987
low-noise_15,random_forest_native,false,1.0,false,65.1803378,0.26098233942167726,0.13666139264427807,0.163597959602379,0.12174383631363955,0.2617138045055903,0.2141863483757879,0.27364787085499004
low-noise_15,random_forest_sklearn,false,0.1,false,4.2171139,0.11667709565895121,0.14126003705375081,0.16960766199058214,0.18630954129617752,0.11643111565602295,0.14523939427352806,0.12108273342508508
low-noise_15,random_forest_sklearn,false,0.5,false,13.7117365,0.10858336270749051,0.12412952308640796,0.1388374874956399,0.14125695117308526,0.10840208442058853,0.12293748929718706,0.132074930107987
low-noise_15,random_forest_sklearn,false,1.0,false,68.9924367,0.26098233942167726,0.13666139264427807,0.163597959602379,0.12174383631363955,0.2617138045055903,0.2141863483757879,0.27364787085499004
low-noise_15,liblinear,false,0.1,false,6.2537251,0.009788521946027267,0.004495628125105459,0.00608816512442281,0.0036978841982689284,0.00980832227121825,0.007713827099511934,0.011633388335451592
low-noise_15,liblinear,false,0.5,false,47.5162495,0.009706287377826636,0.005580711892483247,0.006811265195558338,0.005001489069740268,0.009725754031000058,0.008090391956673375,0.00912050797820757
low-noise_15,liblinear,false,1.0,false,86.8311856,0.008559808422870744,0.0007416471033191738,0.0024202397706968633,-0.00024343326915440396,0.00865207310038901,0.0054319082883851465,0.008975481844494142
low-noise_15,libsvm,true,1.0,false,10742.5591071,0.2790591726601998,0.0007325216840633983,0.06438920990691532,-0.03805181786969022,0.28090483783714315,0.16799081471831362,0.28042855824339374
