dataset,clf,adaptive_quads_enabled,window_ratio,is_parallel,time,ireos_sdo,ireos_abod,ireos_hbos,ireos_iforest,ireos_knn,ireos_lof,ireos_ocsvm
complex_7,decision_tree_native,false,0.1,false,8.8006304,0.5866148506015701,0.5130644893436466,0.5710653905988957,0.5457842673714696,0.5872792694057956,0.5707910701931532,0.6009484822846171
complex_7,decision_tree_native,false,0.5,false,48.0610789,0.5642857787969014,0.5365133514149601,0.5515071336957967,0.5317835972707834,0.5648164864417566,0.5506528996736403,0.5732051074202248
complex_7,decision_tree_native,false,1.0,false,95.2966726,0.5319514849435819,0.5006984800021086,0.5117046586620996,0.49842894516122455,0.5323463981229724,0.5103852710401188,0.5497111867393012
complex_7,decision_tree_sklearn,false,0.1,false,5.5116148,0.9976727904601248,0.9531100954483562,0.986829558130584,0.9781575065036162,0.9977913150972745,0.9863098152103401,1.0008197146499624
complex_7,decision_tree_sklearn,false,0.5,false,25.9957535,0.9953252109833374,0.9338661069514023,0.9859507667357146,0.9703922189482678,0.9956923665258044,0.9846262481103579,1.0034321105192416
complex_7,decision_tree_sklearn,false,1.0,false,69.2924247,0.9756636121593892,0.6171628043520967,0.9538148176989986,0.9343477027030284,0.9742964222691683,0.9426487253036078,0.9986812245300905
complex_7,random_forest_native,false,0.1,false,26.3769247,0.18446770228758594,0.053279807982392055,0.1440095894627546,0.10916607430406836,0.18575544736094193,0.1439417155693768,0.20815369139357393
complex_7,random_forest_native,false,0.5,false,54.6614542,0.2738104707440681,0.1963391909673109,0.22607686225836066,0.1563574242693788,0.2756588322421514,0.22251115717686867,0.30480980967703597
complex_7,random_forest_native,false,1.0,false,134.8647631,0.16666517680507334,0.1224172844217394,0.13140978462466688,0.11416104812914399,0.16706997186085368,0.1324328214726283,0.2006202679826038
complex_7,random_forest_sklearn,false,0.1,false,19.0691614,0.18446770228758594,0.053279807982392055,0.1440095894627546,0.10916607430406836,0.18575544736094193,0.1439417155693768,0.20815369139357393
complex_7,random_forest_sklearn,false,0.5,false,47.1119525,0.2738104707440681,0.1963391909673109,0.22607686225836066,0.1563574242693788,0.2756588322421514,0.22251115717686867,0.30480980967703597
complex_7,random_forest_sklearn,false,1.0,false,160.8943408,0.16666517680507334,0.1224172844217394,0.13140978462466688,0.11416104812914399,0.16706997186085368,0.1324328214726283,0.2006202679826038
complex_7,liblinear,false,0.1,false,10.1230089,0.007590196828120585,0.0056256707591361525,0.005444112537633351,0.004285085394304582,0.007837418116130177,0.006948494826797342,0.009619577056637511
complex_7,liblinear,false,0.5,false,39.9544649,0.002366933898504805,0.002595352408623657,0.00226728198558791,0.0022900945728198015,0.002366130926492394,0.002306371924635927,0.0022152715373118864
complex_7,liblinear,false,1.0,false,90.4610525,0.005190748216982792,0.0008911244749000099,0.0022579095792296605,0.0006687558890159566,0.005364938141959517,0.002736807841489833,0.006615628044523298
complex_7,libsvm,true,1.0,false,1875.532251,0.25900322356485805,0.0003529179482832618,0.08083492414858205,-0.028021476374367374,0.2653100694960851,0.08593827224077337,0.36134817743952036
