dataset,clf,adaptive_quads_enabled,window_ratio,is_parallel,time,ireos_sdo,ireos_abod,ireos_hbos,ireos_iforest,ireos_knn,ireos_lof,ireos_ocsvm
low-noise_5,decision_tree_native,false,0.1,false,20.2239034,0.584446255673829,0.5860771295038791,0.6192512108905409,0.6156948627398221,0.5841263941199197,0.5959448088724464,0.5832898226601322
low-noise_5,decision_tree_native,false,0.5,false,86.9421419,0.5310316077295769,0.5218422077673145,0.5332117345477583,0.5211526674831745,0.5310451143318323,0.5301445636366023,0.5341495403990595
low-noise_5,decision_tree_native,false,1.0,false,264.6032869,0.5813094804549198,0.49799693391833877,0.5237976046121604,0.4809344543146596,0.5823753949941969,0.558296317152463,0.5945606658939626
low-noise_5,decision_tree_sklearn,false,0.1,false,16.8644108,0.9989209935916687,0.9804043657391284,0.9932928856261694,0.9865419252001303,0.9989629155172697,0.9961801335838824,0.9999460541814521
low-noise_5,decision_tree_sklearn,false,0.5,false,56.1664389,0.994571652566079,0.9407941536090351,0.9744074118876214,0.9313482353484798,0.994771539259909,0.9814493964358941,1.0016433346837947
low-noise_5,decision_tree_sklearn,false,1.0,false,145.0735169,0.9821295243738722,0.8362955312803199,0.9119355933481161,0.7990256777544683,0.9826576129337081,0.9410910988751461,1.0035485875679133
low-noise_5,random_forest_native,false,0.1,false,11.1732421,0.20780618304519013,0.15888713430486598,0.20190200525320368,0.1740225187337143,0.2078181300992645,0.20236813307729717,0.21483751867435738
low-noise_5,random_forest_native,false,0.5,false,64.5092341,0.2934151916641194,0.23056535059317662,0.26035517672228015,0.22670045128282887,0.29367004218641335,0.2777334731019032,0.29958440455801333
low-noise_5,random_forest_native,false,1.0,false,108.3353981,0.26796753658270256,0.11667794839851682,0.15618667190404187,0.0919268152925252,0.26903544065446966,0.21968820410722106,0.2911425050104475
low-noise_5,random_forest_sklearn,false,0.1,false,7.7036089,0.20780618304519013,0.15888713430486598,0.20190200525320368,0.1740225187337143,0.2078181300992645,0.20236813307729717,0.21483751867435738
low-noise_5,random_forest_sklearn,false,0.5,false,26.2662554,0.2934151916641194,0.23056535059317662,0.26035517672228015,0.22670045128282887,0.29367004218641335,0.2777334731019032,0.29958440455801333
low-noise_5,random_forest_sklearn,false,1.0,false,123.1072856,0.26796753658270256,0.11667794839851682,0.15618667190404187,0.0919268152925252,0.26903544065446966,0.21968820410722106,0.2911425050104475
low-noise_5,liblinear,false,0.1,false,13.7055819,0.023505166139411362,0.003996987623732172,0.009920368780832687,-7.882994368776449e-5,0.023435584114759867,0.015523626091681578,0.025635294633735272
low-noise_5,liblinear,false,0.5,false,56.1763432,0.00657130683797328,0.003910420999619175,0.004751431710517648,0.003313491142809959,0.006585755340645501,0.0057610497245121645,0.006963421079012563
low-noise_5,liblinear,false,1.0,false,163.2112348,0.009060246492340301,0.0007768528425132617,0.0032345673667562736,-0.0009830855544662215,0.009003986519609476,0.0051398726834027755,0.010565717021766311
low-noise_5,libsvm,true,1.0,false,20162.1147284,0.10350546413250383,0.0018777149648901107,0.03411348350673061,-0.014814557494930922,0.1035131149803789,0.07331386361385359,0.09937502688461715
