dataset,clf,adaptive_quads_enabled,window_ratio,is_parallel,time,ireos_sdo,ireos_abod,ireos_hbos,ireos_iforest,ireos_knn,ireos_lof,ireos_ocsvm
complex_8,decision_tree_native,false,0.1,false,14.4495016,0.5762798417264317,0.45064590030199353,0.5940650262139049,0.5841267546392988,0.5755641618112238,0.5770618143921902,0.5693633888540757
complex_8,decision_tree_native,false,0.5,false,79.7929121,0.5450230347531185,0.42516936790174575,0.5377532531607178,0.5309084300040801,0.5450557998353293,0.5365512590967654,0.5462366094641232
complex_8,decision_tree_native,false,1.0,false,197.0643858,0.5686789793928518,0.4516840073707968,0.5192224608292971,0.49332878330891733,0.5691544705476285,0.5245691239326904,0.5927885042364642
complex_8,decision_tree_sklearn,false,0.1,false,6.3869464,0.9984131536189919,0.390032166269697,0.9872848454923947,0.9755775092196638,0.9984724034888023,0.9831456752581857,1.0009272688235675
complex_8,decision_tree_sklearn,false,0.5,false,57.8367757,0.9964889192806099,0.3060770463321,0.9698963273379997,0.9431013059471173,0.9967609511603288,0.9625416180961281,1.0010574777854007
complex_8,decision_tree_sklearn,false,1.0,false,93.5456892,0.9816784635403832,0.5942828846958557,0.9243652172758561,0.8681791010099597,0.9817907426289707,0.9028884430729015,1.0033912603956407
complex_8,random_forest_native,false,0.1,false,26.3804327,0.19964967883718213,0.06474336501360652,0.1860544240449588,0.16996355429295446,0.1993631210765738,0.18021446665842678,0.20874611007023716
complex_8,random_forest_native,false,0.5,false,43.7459901,0.4762379842345595,0.07322869827949115,0.35916892406266854,0.28289955711197795,0.47835642889062424,0.365761944596866,0.5017220379836144
complex_8,random_forest_native,false,1.0,false,109.0157904,0.22315115795349535,0.10563153189969347,0.1244304758124267,0.06970515955745119,0.22440461795845923,0.13385890365486985,0.27733758134896325
complex_8,random_forest_sklearn,false,0.1,false,18.6596051,0.19964967883718213,0.06474336501360652,0.1860544240449588,0.16996355429295446,0.1993631210765738,0.18021446665842678,0.20874611007023716
complex_8,random_forest_sklearn,false,0.5,false,57.8284273,0.4762379842345595,0.07322869827949115,0.35916892406266854,0.28289955711197795,0.47835642889062424,0.365761944596866,0.5017220379836144
complex_8,random_forest_sklearn,false,1.0,false,133.8083847,0.22315115795349535,0.10563153189969347,0.1244304758124267,0.06970515955745119,0.22440461795845923,0.13385890365486985,0.27733758134896325
complex_8,liblinear,false,0.1,false,7.4734473,0.012039967077908392,0.0028382301630314284,0.007201385451711146,0.004192652925760454,0.01207684363050932,0.007593041212969818,0.014622328340823222
complex_8,liblinear,false,0.5,false,42.9539233,0.013640017055222982,0.002322429508044193,0.00914249394156968,0.00659285078120157,0.013736782047525764,0.00973700272339497,0.014674294321220227
complex_8,liblinear,false,1.0,false,97.4180588,0.008722442102734672,0.00024384901640557747,0.0028146643001890886,0.0002139529842625617,0.008662125679351594,0.003175195259783232,0.011661423560755918
complex_8,libsvm,true,1.0,false,7200.6557132,0.11160841187255154,0.0003629108377218209,0.03269824339523958,-0.003965943219758771,0.11361736031470474,0.05021830167390959,0.14043769234969727
